id,flight,act_dep_time,act_arr_time
1,UA-2708-EWR-CLT,2:55 PM,4:44 PM
2,UA-2708-EWR-CLT,3:04 PM,4:22 PM
3,UA-2708-EWR-CLT,3:04 PM,4:22 PM
4,UA-2708-EWR-CLT,3:04 PM,4:22 PM
5,UA-2708-EWR-CLT,3:04 PM,4:22 PM
6,UA-2708-EWR-CLT,2:52 PM,4:44 PM
7,UA-2708-EWR-CLT,2:52 PM,4:44 PM
8,UA-2708-EWR-CLT,2:52 PM,4:44 PM
9,UA-2708-EWR-CLT,2:52 PM,4:44 PM
10,UA-2708-EWR-CLT,2:52 PM,4:44 PM
11,UA-2708-EWR-CLT,3:04 PM,4:24 PM
12,UA-2708-EWR-CLT,3:04 PM,4:24 PM
13,UA-2708-EWR-CLT,3:04 PM,4:24 PM
14,UA-2708-EWR-CLT,3:04 PM,4:24 PM
15,UA-2708-EWR-CLT,3:04 PM,4:24 PM
16,UA-2708-EWR-CLT,3:04 PM,4:24 PM
17,UA-2708-EWR-CLT,,Dec 01 - Contact Airline
18,UA-2708-EWR-CLT,2:52 PM,4:44 PM
19,UA-2708-EWR-CLT,,
20,UA-2708-EWR-CLT,3:04 PM,4:24 PMDec 01
21,UA-3925-IAD-ORF,8:42 AM,9:43 AM
22,UA-3925-IAD-ORF,9:01 AM,9:39 AM
23,UA-3925-IAD-ORF,9:00 AM,9:29 AM
24,UA-3925-IAD-ORF,9:01 AM,9:29 AM
25,UA-3925-IAD-ORF,9:00 AM,9:29 AM
26,UA-3925-IAD-ORF,9:00 AM,9:29 AM
27,UA-3925-IAD-ORF,8:51 AM,9:44 AM
28,UA-3925-IAD-ORF,8:51 AM,9:44 AM
29,UA-3925-IAD-ORF,8:42 AM,9:43 AM
30,UA-3925-IAD-ORF,8:42 AM,9:43 AM
31,UA-3925-IAD-ORF,8:42 AM,9:43 AM
32,UA-3925-IAD-ORF,8:42 AM,9:43 AM
33,UA-3925-IAD-ORF,8:42 AM,9:43 AM
34,UA-3925-IAD-ORF,9:01 AM,9:43 AM
35,UA-3925-IAD-ORF,9:01 AM,9:43 AM
36,UA-3925-IAD-ORF,9:01 AM,9:43 AM
37,UA-3925-IAD-ORF,9:01 AM,9:43 AM
38,UA-3925-IAD-ORF,9:01 AM,9:43 AM
39,UA-3925-IAD-ORF,9:01 AM,9:40 AM
40,UA-3925-IAD-ORF,9:00 AM,9:43 AM
41,UA-3925-IAD-ORF,,
42,UA-3925-IAD-ORF,,
43,UA-3925-IAD-ORF,8:42 AM,9:43 AM
44,UA-3925-IAD-ORF,,
45,UA-3925-IAD-ORF,,
46,UA-3925-IAD-ORF,8:51 AM,9:44 AM
47,UA-3925-IAD-ORF,,
48,AA-649-ORD-SNA,,
49,AA-649-ORD-SNA,,
50,AA-649-ORD-SNA,1:41 PM,3:29 PM
51,AA-649-ORD-SNA,1:41 PM,3:29 PM
52,AA-649-ORD-SNA,1:41 PM,3:29 PM
53,AA-649-ORD-SNA,1:41 PM,3:29 PM
54,AA-649-ORD-SNA,1:40 PM,3:40 PM
55,AA-649-ORD-SNA,1:40 PM,3:40 PM
56,AA-649-ORD-SNA,,
57,AA-649-ORD-SNA,,
58,AA-649-ORD-SNA,,
59,AA-649-ORD-SNA,1:41 PM,2011-12-01 3:29 PM (Estimated runway
60,AA-649-ORD-SNA,,
61,AA-649-ORD-SNA,,
62,AA-649-ORD-SNA,,
63,AA-649-ORD-SNA,,
64,AA-649-ORD-SNA,,
65,AA-649-ORD-SNA,,
66,AA-649-ORD-SNA,,
67,AA-649-ORD-SNA,,
68,AA-649-ORD-SNA,,
69,AA-649-ORD-SNA,,
70,UA-382-IAD-LAX,12:35 PM,3:11 PM
71,UA-382-IAD-LAX,12:35 PM,3:11 PM
72,UA-382-IAD-LAX,12:55 PM,3:12 PM
73,UA-382-IAD-LAX,12:55 PM,3:07 PM
74,UA-382-IAD-LAX,12:56 PM,3:12 PM
75,UA-382-IAD-LAX,12:56 PM,3:09 PM
76,UA-382-IAD-LAX,12:56 PM,3:12 PM
77,UA-382-IAD-LAX,12:56 PM,3:09 PM
78,UA-382-IAD-LAX,12:56 PM,3:12 PM
79,UA-382-IAD-LAX,12:56 PM,3:09 PM
80,UA-382-IAD-LAX,12:56 PM,3:12 PM
81,UA-382-IAD-LAX,12:56 PM,3:09 PM
82,UA-382-IAD-LAX,12:56 PM,3:15 PM
83,UA-382-IAD-LAX,12:56 PM,3:07 PM
84,UA-382-IAD-LAX,12:56 PM,3:15 PM
85,UA-382-IAD-LAX,12:56 PM,3:07 PM
86,UA-382-IAD-LAX,12:35 PM,3:19 PM
87,UA-382-IAD-LAX,12:35 PM,3:21 PM
88,UA-382-IAD-LAX,12:35 PM,3:19 PM
89,UA-382-IAD-LAX,12:35 PM,3:21 PM
90,UA-382-IAD-LAX,12:35 PM,3:19 PM
91,UA-382-IAD-LAX,12:35 PM,3:21 PM
92,UA-382-IAD-LAX,12:35 PM,3:21 PM
93,UA-382-IAD-LAX,12:35 PM,3:21 PM
94,UA-382-IAD-LAX,12:56 PM,3:11 PM
95,UA-382-IAD-LAX,12:56 PM,3:21 PM
96,UA-382-IAD-LAX,12:56 PM,3:11 PM
97,UA-382-IAD-LAX,12:56 PM,3:21 PM
98,UA-382-IAD-LAX,12:56 PM,3:11 PM
99,UA-382-IAD-LAX,12:56 PM,3:21 PM
100,UA-382-IAD-LAX,12:56 PM,3:11 PM
101,UA-382-IAD-LAX,12:56 PM,3:21 PM
102,UA-382-IAD-LAX,12:56 PM,3:11 PM
103,UA-382-IAD-LAX,12:56 PM,3:21 PM
104,UA-382-IAD-LAX,12:56 PM,3:07 PM
105,UA-382-IAD-LAX,12:56 PM,3:20 PM
106,UA-382-IAD-LAX,12:35 PM,3:21 PM
107,UA-382-IAD-LAX,12:35 PM,
108,UA-382-IAD-LAX,12:30 PM,
109,UA-382-IAD-LAX,12:56 PM,3:20 PM
110,UA-382-IAD-LAX,12:35 PM,
111,UA-382-IAD-LAX,12:56 PM,3:20 PM
112,AA-3063-SLC-LAX,8:39 PM,
113,AA-3063-SLC-LAX,8:40 PM,9:12 PM
114,AA-3063-SLC-LAX,8:40 PM,9:12 PM
115,AA-3063-SLC-LAX,8:40 PM,9:12 PM
116,AA-3063-SLC-LAX,8:40 PM,9:12 PM
117,AA-3063-SLC-LAX,8:40 PM,9:11 PM
118,AA-3063-SLC-LAX,8:40 PM,9:11 PM
119,AA-3063-SLC-LAX,8:39 PM,9:20 PM
120,AA-3063-SLC-LAX,8:39 PM,9:20 PM
121,AA-3063-SLC-LAX,8:39 PM,9:20 PM
122,AA-3063-SLC-LAX,8:39 PM,9:19 PM
123,AA-3063-SLC-LAX,8:39 PM,9:19 PM
124,AA-3063-SLC-LAX,8:40 PM,9:11 PM
125,AA-3063-SLC-LAX,8:40 PM,9:11 PM
126,AA-3063-SLC-LAX,8:40 PM,9:11 PM
127,AA-3063-SLC-LAX,8:40 PM,9:11 PM
128,AA-3063-SLC-LAX,8:40 PM,9:11 PM
129,AA-3063-SLC-LAX,8:40 PM,9:11 PM
130,AA-3063-SLC-LAX,8:30 PM,9:19 PM
131,AA-3063-SLC-LAX,8:30 PM,
132,AA-3063-SLC-LAX,,
133,AA-3063-SLC-LAX,8:39 PM,2011-12-01 9:19 PM (Estimated)
134,AA-3063-SLC-LAX,8:30 PM,
135,AA-3063-SLC-LAX,8:39 PM,2011-12-01 9:19 PM (Estimated)
136,AA-222-LAX-BOS,7:31 AM,3:14 PM
137,AA-222-LAX-BOS,7:32 AM,3:12 PM
138,AA-222-LAX-BOS,7:32 AM,3:12 PM
139,AA-222-LAX-BOS,7:32 AM,3:12 PM
140,AA-222-LAX-BOS,7:32 AM,3:12 PM
141,AA-222-LAX-BOS,7:32 AM,3:12 PM
142,AA-222-LAX-BOS,7:32 AM,3:12 PM
143,AA-222-LAX-BOS,7:32 AM,3:12 PM
144,AA-222-LAX-BOS,7:31 AM,3:14 PM
145,AA-222-LAX-BOS,7:31 AM,3:14 PM
146,AA-222-LAX-BOS,7:31 AM,3:14 PM
147,AA-222-LAX-BOS,7:31 AM,3:14 PM
148,AA-222-LAX-BOS,7:31 AM,3:14 PM
149,AA-222-LAX-BOS,7:31 AM,3:14 PM
150,AA-222-LAX-BOS,7:32 AM,3:14 PM
151,AA-222-LAX-BOS,7:32 AM,3:14 PM
152,AA-222-LAX-BOS,7:32 AM,3:14 PM
153,AA-222-LAX-BOS,7:32 AM,3:14 PM
154,AA-222-LAX-BOS,7:32 AM,3:14 PM
155,AA-222-LAX-BOS,7:32 AM,3:14 PM
156,AA-222-LAX-BOS,7:05 AM,3:14 PM
157,AA-222-LAX-BOS,7:05 AM,3:14 PM
158,AA-222-LAX-BOS,,
159,AA-222-LAX-BOS,7:32 AM,3:09 PM
160,AA-3468-CVG-MIA,7:25 AM,9:45 AM
161,AA-3468-CVG-MIA,7:25 AM,9:29 AM
162,AA-3468-CVG-MIA,7:25 AM,9:29 AM
163,AA-3468-CVG-MIA,7:25 AM,9:29 AM
164,AA-3468-CVG-MIA,7:25 AM,9:29 AM
165,AA-3468-CVG-MIA,7:25 AM,9:29 AM
166,AA-3468-CVG-MIA,7:25 AM,9:29 AM
167,AA-3468-CVG-MIA,7:25 AM,9:29 AM
168,AA-3468-CVG-MIA,7:25 AM,9:45 AM
169,AA-3468-CVG-MIA,7:25 AM,9:45 AM
170,AA-3468-CVG-MIA,7:25 AM,9:45 AM
171,AA-3468-CVG-MIA,7:25 AM,9:45 AM
172,AA-3468-CVG-MIA,7:25 AM,9:45 AM
173,AA-3468-CVG-MIA,7:25 AM,9:45 AM
174,AA-3468-CVG-MIA,7:25 AM,9:45 AM
175,AA-3468-CVG-MIA,7:25 AM,9:45 AM
176,AA-3468-CVG-MIA,7:25 AM,9:45 AM
177,AA-3468-CVG-MIA,7:25 AM,9:45 AM
178,AA-3468-CVG-MIA,7:25 AM,9:45 AM
179,AA-3468-CVG-MIA,7:25 AM,9:45 AM
180,AA-3468-CVG-MIA,7:04 AM,9:45 AM
181,AA-3468-CVG-MIA,7:04 AM,9:45 AM
182,AA-3468-CVG-MIA,,
183,AA-3468-CVG-MIA,7:25 AM,9:45 AM
184,AA-3468-CVG-MIA,7:25 AM,9:45 AM
185,AA-3468-CVG-MIA,7:04 AM,9:45 AM
186,AA-3468-CVG-MIA,,
187,AA-3842-MSP-ORD,6:56 AM,7:51 AM
188,AA-3842-MSP-ORD,6:57 AM,7:49 AM
189,AA-3842-MSP-ORD,6:57 AM,7:49 AM
190,AA-3842-MSP-ORD,6:57 AM,7:49 AM
191,AA-3842-MSP-ORD,6:57 AM,7:49 AM
192,AA-3842-MSP-ORD,6:57 AM,7:49 AM
193,AA-3842-MSP-ORD,6:56 AM,7:49 AM
194,AA-3842-MSP-ORD,6:56 AM,7:49 AM
195,AA-3842-MSP-ORD,6:56 AM,7:51 AM
196,AA-3842-MSP-ORD,6:56 AM,7:51 AM
197,AA-3842-MSP-ORD,6:56 AM,7:51 AM
198,AA-3842-MSP-ORD,6:56 AM,7:51 AM
199,AA-3842-MSP-ORD,6:56 AM,7:51 AM
200,AA-3842-MSP-ORD,6:56 AM,7:51 AM
201,AA-3842-MSP-ORD,6:56 AM,7:51 AM
202,AA-3842-MSP-ORD,6:56 AM,7:51 AM
203,AA-3842-MSP-ORD,6:56 AM,7:51 AM
204,AA-3842-MSP-ORD,6:56 AM,7:51 AM
205,AA-3842-MSP-ORD,6:56 AM,7:51 AM
206,AA-3842-MSP-ORD,6:56 AM,7:51 AM
207,AA-3842-MSP-ORD,5:59 AM,7:51 AM
208,AA-3842-MSP-ORD,5:59 AM,7:51 AM
209,AA-3842-MSP-ORD,,
210,AA-3842-MSP-ORD,,
211,AA-3842-MSP-ORD,6:56 AM,7:51 AM
212,AA-3842-MSP-ORD,5:59 AM,7:51 AM
213,AA-3842-MSP-ORD,6:56 AM,7:49 AM
214,AA-518-MIA-JFK,6:54 AM,9:28 AM
215,AA-518-MIA-JFK,6:54 AM,9:14 AM
216,AA-518-MIA-JFK,6:54 AM,9:14 AM
217,AA-518-MIA-JFK,6:54 AM,9:14 AM
218,AA-518-MIA-JFK,6:54 AM,9:14 AM
219,AA-518-MIA-JFK,6:54 AM,9:14 AM
220,AA-518-MIA-JFK,6:54 AM,9:14 AM
221,AA-518-MIA-JFK,6:54 AM,9:28 AM
222,AA-518-MIA-JFK,6:54 AM,9:28 AM
223,AA-518-MIA-JFK,6:54 AM,9:28 AM
224,AA-518-MIA-JFK,6:54 AM,9:28 AM
225,AA-518-MIA-JFK,6:54 AM,9:28 AM
226,AA-518-MIA-JFK,6:54 AM,9:28 AM
227,AA-518-MIA-JFK,6:54 AM,9:28 AM
228,AA-518-MIA-JFK,6:54 AM,9:28 AM
229,AA-518-MIA-JFK,6:54 AM,9:28 AM
230,AA-518-MIA-JFK,6:54 AM,9:28 AM
231,AA-518-MIA-JFK,6:54 AM,9:28 AM
232,AA-518-MIA-JFK,6:54 AM,9:12 AM
233,AA-518-MIA-JFK,6:40 AM,9:28 AM
234,AA-518-MIA-JFK,6:40 AM,9:28 AM
235,AA-518-MIA-JFK,6:54 AM,9:09 AM
236,AA-518-MIA-JFK,6:54 AM,9:09 AM
237,AA-1007-MIA-PHX,5:08 PM,7:55 PM
238,AA-1007-MIA-PHX,5:09 PM,7:43 PM
239,AA-1007-MIA-PHX,5:09 PM,7:43 PM
240,AA-1007-MIA-PHX,5:09 PM,7:43 PM
241,AA-1007-MIA-PHX,5:09 PM,7:43 PM
242,AA-1007-MIA-PHX,5:09 PM,7:43 PM
243,AA-1007-MIA-PHX,5:08 PM,7:43 PM
244,AA-1007-MIA-PHX,5:08 PM,7:43 PM
245,AA-1007-MIA-PHX,5:08 PM,7:55 PM
246,AA-1007-MIA-PHX,5:08 PM,7:55 PM
247,AA-1007-MIA-PHX,5:08 PM,7:55 PM
248,AA-1007-MIA-PHX,5:08 PM,7:55 PM
249,AA-1007-MIA-PHX,5:08 PM,7:55 PM
250,AA-1007-MIA-PHX,5:09 PM,7:53 PM
251,AA-1007-MIA-PHX,5:09 PM,7:53 PM
252,AA-1007-MIA-PHX,5:09 PM,7:53 PM
253,AA-1007-MIA-PHX,5:09 PM,7:53 PM
254,AA-1007-MIA-PHX,5:09 PM,7:53 PM
255,AA-1007-MIA-PHX,5:09 PM,7:53 PM
256,AA-1007-MIA-PHX,4:56 PM,7:55 PM
257,AA-1007-MIA-PHX,4:56 PM,7:55 PM
258,UA-1500-IAH-GUA,9:16 AM,11:56 AM
259,UA-1500-IAH-GUA,,
260,UA-1500-IAH-GUA,,
261,UA-1500-IAH-GUA,,
262,UA-1500-IAH-GUA,,
263,UA-1500-IAH-GUA,9:16 AM,11:45 AM
264,UA-1500-IAH-GUA,9:16 AM,11:45 AM
265,UA-1500-IAH-GUA,9:16 AM,11:45 AM
266,UA-1500-IAH-GUA,9:43 AM,12:12 PM
267,UA-1500-IAH-GUA,9:43 AM,12:12 PM
268,UA-1500-IAH-GUA,9:43 AM,12:12 PM
269,UA-1500-IAH-GUA,9:43 AM,12:12 PM
270,UA-1500-IAH-GUA,9:43 AM,12:12 PM
271,UA-1500-IAH-GUA,9:43 AM,12:12 PM
272,UA-1500-IAH-GUA,9:16 AM,
273,UA-1500-IAH-GUA,9:43 AM,12:10 PM
274,UA-1500-IAH-GUA,9:43 AM,12:10 PM
275,AA-1640-MIA-MCO,,
276,AA-1640-MIA-MCO,,
277,AA-1640-MIA-MCO,6:47 PM,7:25 PM
278,AA-1640-MIA-MCO,6:47 PM,7:25 PM
279,AA-1640-MIA-MCO,6:47 PM,7:25 PM
280,AA-1640-MIA-MCO,6:30 PM,7:25 PM
281,AA-1640-MIA-MCO,6:30 PM,7:25 PM
282,AA-1640-MIA-MCO,6:30 PM,7:25 PM
283,AA-1640-MIA-MCO,,
284,AA-1640-MIA-MCO,,
285,AA-1640-MIA-MCO,,
286,AA-1640-MIA-MCO,6:47 PM,7:25 PM
287,AA-1640-MIA-MCO,6:47 PM,7:25 PM
288,AA-1640-MIA-MCO,6:47 PM,7:25 PM
289,AA-1640-MIA-MCO,,
290,AA-1640-MIA-MCO,,
291,AA-1640-MIA-MCO,,
292,AA-1640-MIA-MCO,,
293,AA-1640-MIA-MCO,,
294,AA-1640-MIA-MCO,,
295,AA-1640-MIA-MCO,,
296,AA-1640-MIA-MCO,,
297,AA-1640-MIA-MCO,6:56 PM,7:35 PM
298,AA-1640-MIA-MCO,,2011-12-01 Thu  19:33
299,AA-1640-MIA-MCO,6:56 PM,7:35 PM
300,AA-1640-MIA-MCO,,
301,AA-1640-MIA-MCO,6:47 PM,7:25 PM
302,AA-1640-MIA-MCO,6:56 PM,7:35 PM
303,UA-37-EDI-EWR,8:52 AM,12:09 PM
304,UA-37-EDI-EWR,,
305,UA-37-EDI-EWR,,
306,UA-37-EDI-EWR,,
307,UA-37-EDI-EWR,,
308,UA-37-EDI-EWR,8:52 AM,12:09 PM
309,UA-37-EDI-EWR,8:52 AM,12:09 PM
310,UA-37-EDI-EWR,8:52 AM,12:09 PM
311,UA-37-EDI-EWR,9:05 AM,12:09 PM
312,UA-37-EDI-EWR,9:05 AM,12:09 PM
313,UA-37-EDI-EWR,9:05 AM,12:09 PM
314,UA-37-EDI-EWR,9:05 AM,12:09 PM
315,UA-37-EDI-EWR,9:05 AM,12:09 PM
316,UA-37-EDI-EWR,9:05 AM,12:09 PM
317,UA-37-EDI-EWR,,Dec 01 - Contact Airline
318,UA-37-EDI-EWR,8:52 AM,12:09 PM
319,UA-37-EDI-EWR,,
320,UA-37-EDI-EWR,,
321,UA-37-EDI-EWR,8:52 AM,12:09 PM
322,UA-37-EDI-EWR,,
323,UA-3050-PHX-CLT,11:30 AM,5:05 PM
324,UA-3050-PHX-CLT,11:45 AM,5:00 PM
325,UA-3050-PHX-CLT,11:45 AM,5:00 PM
326,UA-3050-PHX-CLT,11:45 AM,5:00 PM
327,UA-3050-PHX-CLT,11:45 AM,5:00 PM
328,UA-3050-PHX-CLT,11:45 AM,4:57 PM
329,UA-3050-PHX-CLT,11:45 AM,4:57 PM
330,UA-3050-PHX-CLT,11:30 AM,5:05 PM
331,UA-3050-PHX-CLT,11:30 AM,5:05 PM
332,UA-3050-PHX-CLT,11:30 AM,5:05 PM
333,UA-3050-PHX-CLT,11:30 AM,5:05 PM
334,UA-3050-PHX-CLT,11:30 AM,5:05 PM
335,UA-3050-PHX-CLT,11:30 AM,5:05 PM
336,UA-3050-PHX-CLT,11:30 AM,5:05 PM
337,UA-3050-PHX-CLT,11:30 AM,5:05 PM
338,UA-3050-PHX-CLT,11:30 AM,5:05 PM
339,UA-3050-PHX-CLT,11:30 AM,5:05 PM
340,UA-3050-PHX-CLT,11:30 AM,5:05 PM
341,UA-3050-PHX-CLT,11:30 AM,5:05 PM
342,UA-3050-PHX-CLT,,Dec 01 - Contact Airline
343,UA-3050-PHX-CLT,11:30 AM,5:05 PM
344,UA-3050-PHX-CLT,,
345,UA-3050-PHX-CLT,,
346,UA-3050-PHX-CLT,11:30 AM,5:05 PM
347,UA-3050-PHX-CLT,11:45 AM,4:57 PM
348,UA-3099-PHX-PHL,11:55 AM,5:38 PM
349,UA-3099-PHX-PHL,11:55 AM,5:34 PM
350,UA-3099-PHX-PHL,11:55 AM,5:34 PM
351,UA-3099-PHX-PHL,11:55 AM,5:34 PM
352,UA-3099-PHX-PHL,11:55 AM,5:34 PM
353,UA-3099-PHX-PHL,11:55 AM,5:34 PM
354,UA-3099-PHX-PHL,11:55 AM,5:34 PM
355,UA-3099-PHX-PHL,11:43 AM,5:38 PM
356,UA-3099-PHX-PHL,11:43 AM,5:38 PM
357,UA-3099-PHX-PHL,11:43 AM,5:38 PM
358,UA-3099-PHX-PHL,11:43 AM,5:38 PM
359,UA-3099-PHX-PHL,11:43 AM,5:38 PM
360,UA-3099-PHX-PHL,11:43 AM,5:38 PM
361,UA-3099-PHX-PHL,11:55 AM,6:17 PM
362,UA-3099-PHX-PHL,11:55 AM,6:17 PM
363,UA-3099-PHX-PHL,11:55 AM,6:17 PM
364,UA-3099-PHX-PHL,11:55 AM,6:17 PM
365,UA-3099-PHX-PHL,11:55 AM,6:17 PM
366,UA-3099-PHX-PHL,11:55 AM,5:35 PM
367,UA-3099-PHX-PHL,,Dec 01 - Contact Airline
368,UA-3099-PHX-PHL,11:43 AM,5:38 PM
369,UA-3099-PHX-PHL,,
370,UA-3099-PHX-PHL,11:43 AM,5:38 PM
371,AA-1544-SAN-ORD,11:40 AM,4:56 PM
372,AA-1544-SAN-ORD,11:41 AM,4:54 PM
373,AA-1544-SAN-ORD,11:41 AM,4:54 PM
374,AA-1544-SAN-ORD,11:41 AM,4:54 PM
375,AA-1544-SAN-ORD,11:41 AM,4:54 PM
376,AA-1544-SAN-ORD,11:41 AM,4:54 PM
377,AA-1544-SAN-ORD,11:40 AM,4:56 PM
378,AA-1544-SAN-ORD,11:40 AM,4:56 PM
379,AA-1544-SAN-ORD,11:40 AM,4:56 PM
380,AA-1544-SAN-ORD,11:41 AM,4:56 PM
381,AA-1544-SAN-ORD,11:41 AM,4:56 PM
382,AA-1544-SAN-ORD,11:41 AM,4:56 PM
383,AA-1544-SAN-ORD,11:41 AM,4:56 PM
384,AA-1544-SAN-ORD,11:41 AM,4:56 PM
385,AA-1544-SAN-ORD,11:41 AM,4:52 PM
386,AA-1544-SAN-ORD,11:20 AM,4:56 PM
387,AA-1544-SAN-ORD,11:20 AM,4:56 PM
388,AA-1544-SAN-ORD,,
389,AA-1544-SAN-ORD,,
390,AA-1544-SAN-ORD,,
391,AA-1544-SAN-ORD,11:20 AM,4:56 PM
392,AA-1544-SAN-ORD,,
393,CO-1023-IAH-DEN,11:56 AM,1:14 PM
394,CO-1023-IAH-DEN,12:05 PM,1:06 PM
395,CO-1023-IAH-DEN,,
396,CO-1023-IAH-DEN,,
397,CO-1023-IAH-DEN,,
398,CO-1023-IAH-DEN,,
399,CO-1023-IAH-DEN,12:06 PM,1:07 PM
400,CO-1023-IAH-DEN,12:06 PM,1:07 PM
401,CO-1023-IAH-DEN,11:56 AM,1:14 PM
402,CO-1023-IAH-DEN,11:56 AM,1:14 PM
403,CO-1023-IAH-DEN,11:56 AM,1:14 PM
404,CO-1023-IAH-DEN,11:56 AM,1:14 PM
405,CO-1023-IAH-DEN,11:56 AM,1:14 PM
406,CO-1023-IAH-DEN,12:06 PM,1:14 PM
407,CO-1023-IAH-DEN,12:06 PM,1:14 PM
408,CO-1023-IAH-DEN,12:06 PM,1:14 PM
409,CO-1023-IAH-DEN,12:06 PM,1:14 PM
410,CO-1023-IAH-DEN,12:06 PM,1:14 PM
411,CO-1023-IAH-DEN,12:06 PM,1:12 PM
