id,source,sched_dep_time,sched_arr_time
643,weather,2:30 PM,7:03 PM
644,ifly,2:30 PM,7:03 PM
645,CO,5:30 PM,6:40 PM
646,flightexplorer,5:30 PM,6:17 PM
647,flightexplorer,5:30 PM,6:40 PM
648,airtravelcenter,,
649,myrateplan,,
650,helloflight,,
651,flytecomm,,
652,flightaware,5:30 PM,6:15 PM
653,wunderground,5:30 PM,6:15 PM
654,flights,5:30 PM,6:40 PM
655,flights,5:30 PM,6:40 PM
656,businesstravellogue,5:30 PM,6:40 PM
657,businesstravellogue,5:30 PM,6:40 PM
658,flylouisville,5:30 PM,6:40 PM
659,flylouisville,5:30 PM,6:40 PM
660,flightstats,5:30 PM,6:40 PM
661,quicktrip,5:30 PM,6:40 PM
662,flightview,6:00 PM,7:10 PM
663,flightview,5:30 PM,6:40 PM
664,panynj,6:00 PM,7:10 PM
665,panynj,5:30 PM,6:40 PM
666,gofox,6:00 PM,7:10 PM
667,gofox,5:30 PM,6:40 PM
668,foxbusiness,6:00 PM,7:10 PM
669,foxbusiness,5:30 PM,6:40 PM
670,allegiantair,6:00 PM,7:10 PM
671,allegiantair,5:30 PM,6:40 PM
672,boston,5:30 PM,6:40 PM
673,boston,5:30 PM,6:09 PM
674,orbitz,5:30 PM,6:40 PM
675,usatoday,5:30 PM,6:09 PM
676,flightarrival,5:30 PM,6:09 PM
677,ua,12:57 PM,5:15 PM
678,ua,12:57 PM,5:15 PM
679,flightexplorer,,
680,flightexplorer,1:09 PM,4:52 PM
681,airtravelcenter,,
682,airtravelcenter,,
683,myrateplan,,
684,myrateplan,,
685,helloflight,,
686,helloflight,,
687,flytecomm,,
688,flytecomm,,
689,flights,12:57 PM,5:15 PM
690,flights,,
691,businesstravellogue,12:57 PM,5:15 PM
692,businesstravellogue,,
693,flylouisville,12:57 PM,5:15 PM
694,flylouisville,,
695,flightstats,12:57 PM,5:15 PM
696,quicktrip,12:57 PM,5:15 PM
697,flightview,12:57 PM,4:59 PM
698,flightview,,
699,panynj,12:57 PM,4:59 PM
700,panynj,,
701,gofox,12:57 PM,4:59 PM
702,gofox,,
703,foxbusiness,12:57 PM,4:59 PM
704,foxbusiness,,
705,allegiantair,12:57 PM,4:59 PM
706,allegiantair,,
707,boston,,
708,boston,12:57 PM,4:52 PM
709,orbitz,12:57 PM,4:43 PM
710,orbitz,12:57 PM,5:15 PM
711,ord,12:57 PM,5:15 PM
712,usatoday,12:57 PM,4:52 PM
713,aa,10:40 AM,2:45 PM
714,flightexplorer,,
715,airtravelcenter,,
716,myrateplan,,
717,helloflight,,
718,flytecomm,,
719,flightaware,10:40 AM,2:10 PM
720,wunderground,10:40 AM,2:10 PM
721,flights,10:40 AM,2:45 PM
722,businesstravellogue,10:40 AM,2:45 PM
723,flylouisville,10:40 AM,2:45 PM
724,flightstats,10:40 AM,2:45 PM
725,quicktrip,10:40 AM,2:45 PM
726,world-flight-tracker,10:40 AM,2:45 PM
727,flightview,10:40 AM,2:45 PM
728,panynj,10:40 AM,2:45 PM
729,gofox,10:40 AM,2:45 PM
730,foxbusiness,10:40 AM,2:45 PM
731,allegiantair,10:40 AM,2:45 PM
732,boston,10:40 AM,2:45 PM
733,travelocity,10:40 AM,2:45 PM
734,orbitz,10:40 AM,2:45 PM
735,weather,10:40 AM,2:45 PM
736,ord,10:40 AM,2:45 PM
737,mia,,2:45 PM
738,ifly,10:40 AM,2:45 PM
739,usatoday,10:40 AM,2:45 PM
740,flightarrival,10:40 AM,2:45 PM
741,CO,2:30 PM,7:03 PM
742,airtravelcenter,2:30 PM,7:03 PM
743,myrateplan,2:30 PM,7:03 PM
744,helloflight,2:30 PM,7:03 PM
745,flytecomm,2:30 PM,7:03 PM
746,flights,,
747,businesstravellogue,,
748,flylouisville,,
749,flightstats,2:30 PM,7:03 PM
750,quicktrip,2:30 PM,7:03 PM
751,flightview,,
752,panynj,,
753,gofox,,
754,foxbusiness,,
755,allegiantair,,
756,boston,,
757,travelocity,2:30 PM,7:03 PM
758,orbitz,2:30 PM,7:03 PM
759,weather,2:30 PM,7:03 PM
760,mytripandmore,2:30 PM,7:03 PM
761,flightarrival,2:30 PM,7:03 PM
762,aa,7:10 AM,10:45 AM
763,flightexplorer,,
764,airtravelcenter,,
765,myrateplan,,
766,helloflight,,
767,flytecomm,,
768,flightaware,7:10 AM,10:09 AM
769,wunderground,7:10 AM,10:09 AM
770,flights,7:10 AM,10:45 AM
771,businesstravellogue,7:10 AM,10:45 AM
772,flylouisville,7:10 AM,10:45 AM
773,flightstats,7:10 AM,10:45 AM
774,quicktrip,7:10 AM,10:45 AM
775,world-flight-tracker,7:10 AM,10:45 AM
776,flightview,7:10 AM,10:45 AM
777,panynj,7:10 AM,10:45 AM
778,gofox,7:10 AM,10:45 AM
779,foxbusiness,7:10 AM,10:45 AM
780,allegiantair,7:10 AM,10:45 AM
781,boston,7:10 AM,10:45 AM
782,travelocity,7:10 AM,10:45 AM
783,orbitz,7:10 AM,10:45 AM
784,weather,7:10 AM,10:45 AM
785,sfo,,10:45 AM
786,ifly,7:10 AM,10:45 AM
787,usatoday,7:10 AM,10:45 AM
788,mytripandmore,7:10 AM,10:45 AM
789,flightwise,7:10 AM,10:09 AM
790,flightarrival,7:10 AM,10:45 AM
791,CO,2:55 PM,4:49 PM
792,airtravelcenter,2:55 PM,4:49 PM
793,myrateplan,2:55 PM,4:49 PM
794,helloflight,2:55 PM,4:49 PM
795,flytecomm,2:55 PM,4:49 PM
796,flights,,
797,businesstravellogue,,
798,flylouisville,,
799,flightstats,2:55 PM,4:49 PM
800,quicktrip,2:55 PM,4:49 PM
801,flightview,,
802,panynj,,
803,gofox,,
804,foxbusiness,,
805,allegiantair,,
806,boston,,
807,travelocity,2:55 PM,4:49 PM
808,orbitz,2:55 PM,4:49 PM
809,weather,2:55 PM,4:49 PM
810,mytripandmore,2:55 PM,4:49 PM
811,flightarrival,,
812,aa,9:00 PM,12:15 AM
813,flightexplorer,,
814,flightexplorer,9:00 PM,12:15 AM
815,airtravelcenter,,
816,myrateplan,,
817,helloflight,,
818,flytecomm,,
819,flightaware,9:00 PM,12:05 AM
820,wunderground,9:00 PM,12:05 AM
821,flights,9:00 PM,12:15 AM
822,businesstravellogue,9:00 PM,12:15 AM
823,flylouisville,9:00 PM,12:15 AM
824,flightstats,9:00 PM,12:15 AM
825,quicktrip,9:00 PM,12:15 AM
826,world-flight-tracker,9:00 PM,12:15 AM
827,flightview,9:00 PM,12:15 AM
828,panynj,9:00 PM,12:15 AM
829,gofox,9:00 PM,12:15 AM
830,foxbusiness,9:00 PM,12:15 AM
831,allegiantair,9:00 PM,12:15 AM
832,boston,9:00 PM,12:15 AM
833,travelocity,9:00 PM,12:15 AM
834,orbitz,9:00 PM,12:15 AM
835,weather,9:00 PM,12:15 AM
836,den,,12:15 AM
837,ifly,9:00 PM,12:15 AM
838,mytripandmore,9:00 PM,12:15 AM
839,aa,7:55 AM,11:05 AM
840,flightexplorer,,
841,airtravelcenter,,
842,myrateplan,,
843,helloflight,,
844,flytecomm,,
845,flightaware,7:55 AM,10:55 AM
846,wunderground,7:55 AM,10:55 AM
847,flights,7:55 AM,11:05 AM
848,businesstravellogue,7:55 AM,11:05 AM
849,flylouisville,7:55 AM,11:05 AM
850,flightstats,7:55 AM,11:05 AM
851,quicktrip,7:55 AM,11:05 AM
852,world-flight-tracker,7:55 AM,11:05 AM
853,flightview,7:55 AM,11:05 AM
854,panynj,7:55 AM,11:05 AM
855,gofox,7:55 AM,11:05 AM
856,foxbusiness,7:55 AM,11:05 AM
857,allegiantair,7:55 AM,11:05 AM
858,boston,7:55 AM,11:05 AM
859,travelocity,7:55 AM,11:05 AM
860,orbitz,7:55 AM,11:05 AM
861,weather,7:55 AM,11:05 AM
862,usatoday,7:55 AM,11:05 AM
863,flightarrival,7:55 AM,11:05 AM
864,aa,2:35 PM,4:05 PM
865,flightexplorer,,
866,airtravelcenter,,
867,myrateplan,,
868,helloflight,,
869,flytecomm,,
870,flightaware,2:35 PM,3:55 PM
871,wunderground,2:35 PM,3:55 PM
872,flights,2:35 PM,4:05 PM
873,businesstravellogue,2:35 PM,4:05 PM
874,flylouisville,2:35 PM,4:05 PM
875,flightstats,2:35 PM,4:05 PM
876,quicktrip,2:35 PM,4:05 PM
877,world-flight-tracker,2:35 PM,4:05 PM
878,flightview,2:35 PM,4:05 PM
879,panynj,2:35 PM,4:05 PM
880,gofox,2:35 PM,4:05 PM
881,foxbusiness,2:35 PM,4:05 PM
882,allegiantair,2:35 PM,4:05 PM
883,boston,2:35 PM,4:05 PM
884,travelocity,2:35 PM,4:05 PM
885,orbitz,2:35 PM,4:05 PM
886,weather,2:35 PM,4:05 PM
887,ord,2:35 PM,4:05 PM
888,phl,2:35 PM,
889,ifly,2:35 PM,4:05 PM
890,usatoday,2:35 PM,4:05 PM
891,ua,1:33 PM,4:31 PM
892,flightexplorer,,
893,airtravelcenter,,
894,myrateplan,,
895,helloflight,,
896,flytecomm,,
897,flightaware,1:33 PM,4:20 PM
898,wunderground,1:33 PM,4:20 PM
899,flights,1:33 PM,4:31 PM
900,businesstravellogue,1:33 PM,4:31 PM
901,flylouisville,1:33 PM,4:31 PM
902,flightstats,1:33 PM,4:31 PM
903,quicktrip,1:33 PM,4:31 PM
904,world-flight-tracker,1:33 PM,4:31 PM
905,flightview,1:33 PM,4:31 PM
906,panynj,1:33 PM,4:31 PM
907,gofox,1:33 PM,4:31 PM
908,foxbusiness,1:33 PM,4:31 PM
909,allegiantair,1:33 PM,4:31 PM
910,boston,1:33 PM,4:31 PM
911,travelocity,,4:31 PM
912,orbitz,1:33 PM,4:31 PM
913,weather,1:33 PM,4:31 PM
914,ord,1:33 PM,4:31 PM
915,phl,,4:31 PM
916,ifly,1:33 PM,4:31 PM
917,usatoday,1:33 PM,4:31 PM
918,flightwise,1:33 PM,4:20 PM
919,flightarrival,1:33 PM,4:31 PM
920,ua,7:35 AM,9:43 AM
921,flightexplorer,,
922,airtravelcenter,,
923,myrateplan,,
924,helloflight,,
925,flytecomm,,
926,flights,,
927,businesstravellogue,,
928,flylouisville,,
929,flightview,,
930,panynj,,
931,gofox,,
932,foxbusiness,,
933,allegiantair,,
934,boston,,
935,travelocity,,
936,orbitz,7:35 AM,9:43 AM
937,weather,7:35 AM,9:43 AM
938,usatoday,,
939,mytripandmore,,
940,flightarrival,7:35 AM,9:43 AM
941,aa,10:40 AM,12:55 PM
942,flightexplorer,,
943,airtravelcenter,,
944,myrateplan,,
945,helloflight,,
946,flytecomm,,
947,flightaware,10:40 AM,12:45 PM
948,wunderground,10:40 AM,12:45 PM
949,flights,10:40 AM,12:55 PM
950,businesstravellogue,10:40 AM,12:55 PM
951,flylouisville,10:40 AM,12:55 PM
952,flightstats,10:40 AM,12:55 PM
953,quicktrip,10:40 AM,12:55 PM
954,world-flight-tracker,10:40 AM,12:55 PM
955,flightview,10:40 AM,12:55 PM
956,panynj,10:40 AM,12:55 PM
957,gofox,10:40 AM,12:55 PM
958,foxbusiness,10:40 AM,12:55 PM
959,allegiantair,10:40 AM,12:55 PM
960,boston,10:40 AM,12:55 PM
961,travelocity,10:40 AM,12:55 PM
962,orbitz,10:40 AM,12:55 PM
963,weather,10:40 AM,12:55 PM
964,ord,10:40 AM,12:55 PM
965,flightarrival,10:40 AM,12:55 PM
966,ua,8:00 AM,11:55 AM
967,flightexplorer,,
968,airtravelcenter,,
969,myrateplan,,
970,helloflight,,
971,flytecomm,,
972,flights,8:00 AM,11:55 AM
973,businesstravellogue,8:00 AM,11:55 AM
974,flylouisville,8:00 AM,11:55 AM
975,flightstats,8:00 AM,11:55 AM
976,quicktrip,8:00 AM,11:55 AM
977,world-flight-tracker,8:00 AM,11:55 AM
978,flightview,8:00 AM,11:55 AM
979,panynj,8:00 AM,11:55 AM
980,gofox,8:00 AM,11:55 AM
981,foxbusiness,8:00 AM,11:55 AM
982,allegiantair,8:00 AM,11:55 AM
983,boston,8:00 AM,11:55 AM
984,travelocity,,11:55 AM
985,orbitz,8:19 AM,11:55 AM
986,weather,8:00 AM,11:55 AM
987,sfo,,11:55 AM
988,aa,7:15 AM,11:35 AM
989,flightexplorer,,
990,airtravelcenter,,
991,myrateplan,,
992,helloflight,,
993,flytecomm,,
994,flightaware,7:15 AM,10:57 AM
995,wunderground,7:15 AM,10:57 AM
996,flights,7:15 AM,11:35 AM
997,businesstravellogue,7:15 AM,11:35 AM
998,flylouisville,7:15 AM,11:35 AM
999,flightstats,7:15 AM,11:35 AM
1000,quicktrip,7:15 AM,11:35 AM
1001,world-flight-tracker,7:15 AM,11:35 AM
1002,flightview,7:15 AM,11:35 AM
1003,panynj,7:15 AM,11:35 AM
1004,gofox,7:15 AM,11:35 AM
1005,foxbusiness,7:15 AM,11:35 AM
1006,allegiantair,7:15 AM,11:35 AM
1007,boston,7:15 AM,11:35 AM
1008,travelocity,7:15 AM,11:35 AM
1009,orbitz,7:15 AM,11:35 AM
1010,weather,7:15 AM,11:35 AM
1011,ord,7:15 AM,11:35 AM
1012,usatoday,7:15 AM,11:35 AM
1013,flightarrival,7:15 AM,11:35 AM
1014,CO,2:53 PM,4:48 PM
1015,airtravelcenter,2:53 PM,4:48 PM
1016,myrateplan,2:53 PM,4:48 PM
1017,helloflight,2:53 PM,4:48 PM
1018,flytecomm,2:53 PM,4:48 PM
1019,flights,,
1020,businesstravellogue,,
1021,flylouisville,,
1022,flightstats,2:53 PM,4:48 PM
1023,quicktrip,2:53 PM,4:48 PM
1024,flightview,,
1025,panynj,,
1026,gofox,,
1027,foxbusiness,,
1028,allegiantair,,
1029,boston,,
1030,travelocity,2:53 PM,4:48 PM
1031,orbitz,2:53 PM,4:48 PM
1032,weather,2:53 PM,4:48 PM
1033,ifly,2:53 PM,4:48 PM
1034,usatoday,,
1035,mytripandmore,2:53 PM,4:48 PM
1036,aa,,9:45 PM
1037,flightexplorer,,
1038,airtravelcenter,,
1039,myrateplan,,
1040,helloflight,,
1041,flytecomm,,
1042,flightaware,8:00 PM,9:25 PM
1043,wunderground,8:00 PM,9:25 PM
1044,flights,8:00 PM,9:45 PM
1045,businesstravellogue,8:00 PM,9:45 PM
1046,flylouisville,8:00 PM,9:45 PM
1047,flightstats,8:00 PM,9:45 PM
1048,quicktrip,8:00 PM,9:45 PM
1049,world-flight-tracker,8:00 PM,9:45 PM
1050,flightview,8:00 PM,9:45 PM
1051,panynj,8:00 PM,9:45 PM
1052,gofox,8:00 PM,9:45 PM
1053,foxbusiness,8:00 PM,9:45 PM
1054,allegiantair,8:00 PM,9:45 PM
1055,boston,8:00 PM,9:45 PM
1056,travelocity,8:00 PM,9:45 PM
1057,orbitz,8:00 PM,9:45 PM
1058,weather,8:00 PM,9:45 PM
1059,ord,8:00 PM,9:45 PM
1060,mco,8:00 PM,
1061,usatoday,8:00 PM,9:45 PM
1062,mytripandmore,8:00 PM,9:45 PM
1063,flightarrival,8:00 PM,9:45 PM
1064,aa,11:35 AM,2:25 PM
1065,flightexplorer,,
1066,airtravelcenter,,
1067,myrateplan,,
1068,helloflight,,
1069,flytecomm,,
1070,flightaware,11:35 AM,1:57 PM
1071,wunderground,11:35 AM,1:57 PM
1072,flights,11:35 AM,2:25 PM
1073,businesstravellogue,11:35 AM,2:25 PM
1074,flylouisville,11:35 AM,2:25 PM
1075,flightstats,11:35 AM,2:25 PM
1076,quicktrip,11:35 AM,2:25 PM
1077,world-flight-tracker,11:35 AM,2:25 PM
1078,flightview,11:35 AM,2:25 PM
1079,panynj,11:35 AM,2:25 PM
1080,gofox,11:35 AM,2:25 PM
1081,foxbusiness,11:35 AM,2:25 PM
1082,allegiantair,11:35 AM,2:25 PM
1083,boston,11:35 AM,2:25 PM
1084,travelocity,11:35 AM,2:25 PM
1085,orbitz,11:35 AM,2:25 PM
1086,weather,11:35 AM,2:25 PM
1087,mytripandmore,11:35 AM,2:25 PM
1088,flightarrival,11:35 AM,2:25 PM
1089,ua,6:00 AM,7:23 AM
1090,flightexplorer,,
1091,airtravelcenter,,
1092,myrateplan,,
1093,helloflight,,
1094,flytecomm,,
1095,flights,,
1096,businesstravellogue,,
1097,flylouisville,,
1098,flightstats,6:00 AM,7:23 AM
1099,quicktrip,6:00 AM,7:23 AM
1100,flightview,,
1101,panynj,,
1102,gofox,,
1103,foxbusiness,,
1104,allegiantair,,
1105,boston,,
1106,travelocity,,
1107,orbitz,6:13 AM,7:23 AM
1108,orbitz,6:14 AM,7:23 AM
1109,weather,6:00 AM,7:23 AM
1110,sfo,,7:23 AM
1111,usatoday,,
1112,flightarrival,6:00 AM,7:23 AM
1113,CO,7:10 AM,8:56 PM
1114,airtravelcenter,7:10 AM,8:56 PM
1115,myrateplan,7:10 AM,8:56 PM
1116,helloflight,7:10 AM,8:56 PM
1117,flytecomm,7:10 AM,8:56 PM
1118,flightaware,7:27 PM,8:46 PM
1119,wunderground,7:27 PM,8:46 PM
1120,flights,,
1121,businesstravellogue,,
1122,flylouisville,,
1123,flightstats,7:10 PM,8:56 PM
1124,quicktrip,7:10 PM,8:56 PM
1125,flightview,,
1126,panynj,,
1127,gofox,,
1128,foxbusiness,,
1129,allegiantair,,
1130,boston,,
1131,orbitz,7:10 PM,10:48 PM
1132,mytripandmore,7:10 PM,10:48 PM
1133,flightwise,7:27 PM,8:46 PM
1134,ua,8:29 PM,9:24 AM
1135,flightexplorer,,
1136,airtravelcenter,,
1137,myrateplan,,
1138,helloflight,,
1139,flytecomm,,
1140,flights,,
1141,businesstravellogue,,
1142,flylouisville,,
1143,flightstats,8:29 PM,9:24 AM
1144,quicktrip,8:29 PM,9:24 AM
1145,flightview,,
1146,panynj,,
1147,gofox,,
1148,foxbusiness,,
1149,allegiantair,,
1150,boston,,
1151,travelocity,,
1152,weather,8:29 PM,9:24 AM
1153,phl,,9:24 AM
1154,ifly,8:29 PM,9:24 AM
1155,usatoday,8:29 PM,9:24 AM
1156,flightarrival,8:29 PM,9:24 AM
1157,aa,7:25 AM,11:10 AM
1158,flightexplorer,,
1159,airtravelcenter,,
1160,myrateplan,,
1161,helloflight,,
1162,flytecomm,,
1163,flightaware,7:25 AM,10:43 AM
1164,wunderground,7:25 AM,10:43 AM
1165,flights,7:25 AM,11:10 AM
1166,businesstravellogue,7:25 AM,11:10 AM
1167,flylouisville,7:25 AM,11:10 AM
1168,flightstats,7:25 AM,11:10 AM
1169,quicktrip,7:25 AM,11:10 AM
1170,world-flight-tracker,7:25 AM,11:10 AM
1171,flightview,7:25 AM,11:10 AM
1172,panynj,7:25 AM,11:10 AM
1173,gofox,7:25 AM,11:10 AM
1174,foxbusiness,7:25 AM,11:10 AM
1175,allegiantair,7:25 AM,11:10 AM
1176,boston,7:25 AM,11:10 AM
1177,travelocity,7:25 AM,11:10 AM
1178,orbitz,7:25 AM,11:10 AM
1179,weather,7:25 AM,11:10 AM
1180,mia,,11:10 AM
1181,mytripandmore,7:25 AM,11:10 AM
1182,flightwise,7:25 AM,10:43 AM
1183,aa,10:15 AM,12:10 PM
1184,flightexplorer,,
1185,airtravelcenter,,
1186,myrateplan,,
1187,helloflight,,
1188,flytecomm,,
1189,flightaware,10:15 AM,11:43 AM
1190,wunderground,10:15 AM,11:43 AM
1191,flights,10:15 AM,12:10 PM
1192,businesstravellogue,10:15 AM,12:10 PM
1193,flylouisville,10:15 AM,12:10 PM
1194,flightstats,10:15 AM,12:10 PM
1195,quicktrip,10:15 AM,12:10 PM
1196,world-flight-tracker,10:15 AM,12:10 PM
1197,flightview,10:15 AM,12:10 PM
1198,panynj,10:15 AM,12:10 PM
1199,gofox,10:15 AM,12:10 PM
1200,foxbusiness,10:15 AM,12:10 PM
1201,allegiantair,10:15 AM,12:10 PM
1202,boston,10:15 AM,12:10 PM
1203,travelocity,10:15 AM,12:10 PM
1204,orbitz,10:15 AM,12:10 PM
1205,weather,10:15 AM,12:10 PM
1206,usatoday,10:15 AM,12:10 PM
1207,mytripandmore,10:15 AM,12:10 PM
1208,flightarrival,10:15 AM,12:10 PM
1209,CO,10:25 AM,6:44 PM
1210,airtravelcenter,10:25 AM,6:44 PM
1211,myrateplan,10:25 AM,6:44 PM
1212,helloflight,10:25 AM,6:44 PM
1213,flytecomm,10:25 AM,6:44 PM
1214,flights,,
1215,businesstravellogue,,
1216,flylouisville,,
1217,flightstats,10:25 AM,6:44 PM
1218,quicktrip,10:25 AM,6:44 PM
1219,flightview,,
1220,panynj,,
1221,gofox,,
1222,foxbusiness,,
1223,allegiantair,,
1224,boston,,
1225,orbitz,10:25 AM,6:44 PM
1226,weather,10:25 AM,6:44 PM
1227,ifly,10:25 AM,6:44 PM
1228,usatoday,10:25 AM,6:44 PM
1229,flightarrival,10:25 AM,6:44 PM
1230,aa,4:15 PM,7:55 PM
1231,flightexplorer,,
1232,airtravelcenter,,
1233,myrateplan,,
1234,helloflight,,
1235,flytecomm,,
1236,flightaware,4:15 PM,7:26 PM
1237,wunderground,4:15 PM,7:26 PM
1238,flights,4:15 PM,7:55 PM
1239,businesstravellogue,4:15 PM,7:55 PM
1240,flylouisville,4:15 PM,7:55 PM
1241,flightstats,4:15 PM,7:55 PM
1242,quicktrip,4:15 PM,7:55 PM
1243,world-flight-tracker,4:15 PM,7:55 PM
1244,flightview,4:15 PM,7:55 PM
1245,panynj,4:15 PM,7:55 PM
1246,gofox,4:15 PM,7:55 PM
1247,foxbusiness,4:15 PM,7:55 PM
1248,allegiantair,4:15 PM,7:55 PM
1249,boston,4:15 PM,7:55 PM
